Município;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;Total
BOA VISTA DO BURICA;-;-;-;-;-;-;1;-;621;6;217;4;849
BOA VISTA DO CADEADO;-;-;2;-;-;1;-;1;-;3;56;4;67
BOA VISTA DO INCRA;-;-;-;-;-;-;-;-;-;-;14;-;14
BOA VISTA DO SUL;-;1;1;-;-;3;-;-;-;1;6;-;12
BOM JESUS;-;-;1;1;-;-;-;1;2;-;1;-;6
BOM PRINCIPIO;-;-;3;-;-;9;1;-;8;8;57;8;94
BOM PROGRESSO;-;-;-;-;-;1;39;-;-;1;530;1;572
BOM RETIRO DO SUL;-;-;-;-;-;-;-;594;26;45;48;13;726
BOQUEIRAO DO LEAO;-;-;-;-;-;-;-;1;1;-;3;-;5
BOSSOROCA;2;-;1;-;2;-;1;-;1;2;62;-;71
BOZANO;-;-;-;-;-;-;1;-;-;13;25;4;43
BRAGA;-;-;2;-;-;-;-;-;1;-;246;4;253
BROCHIER;-;-;-;-;-;-;-;-;1;2;5;-;8
BUTIA;-;-;3;-;-;2;1;-;-;1;174;13;194
CACAPAVA DO SUL;-;3;1;-;-;-;1;-;4;8;12;16;45
CACEQUI;-;-;1;-;-;-;-;1;-;9;4;1;16
CACHOEIRA DO SUL;1;2;1;-;2;-;-;4;1246;13;1258;3083;5610
CACHOEIRINHA;1;1;9;1;6;10;1;2;181;853;3874;1152;6091
CACIQUE DOBLE;-;-;1;-;-;1;-;-;-;2;7;5;16
CAIBATE;-;273;1;-;-;-;-;-;9;-;71;2;356
CAICARA;-;-;1;-;-;-;3;1;32;1;434;4;476
CAMAQUA;1;5;3;-;1;2;5;-;-;2;32;3;54
CAMARGO;-;2;-;-;-;-;-;-;59;1;3;1;66
CAMBARA DO SUL;-;-;-;-;-;-;1;-;-;-;3;2;6
CAMPINA DAS MISSOES;2;3;2;-;1;-;4;1;14;2;366;6;401
CAMPINAS DO SUL;-;1;1;-;-;-;-;41;220;10;10;11;294
CAMPO BOM;1;2;2;1;-;-;-;-;696;109;5082;173;6066
CAMPO NOVO;-;1;-;-;-;2;8;4;14;4;712;2;747
CAMPOS BORGES;-;-;2;-;-;-;-;-;-;-;4;-;6
CANDELARIA;-;-;-;-;-;2;-;1;4;2;231;336;576
CANDIDO GODOI;-;-;-;-;-;1;11;-;11;-;277;2;302
CANDIOTA;1;-;-;1;-;-;-;-;-;-;6;2;10
CANELA;-;2;-;1;-;1;-;1;18;3;46;5;77
CANGUCU;-;-;-;-;-;-;-;-;-;1;5;1;7
CANOAS;3;10;130;2;2;107;75;7;789;228;8994;986;11333
CANUDOS DO VALE;-;-;-;-;-;-;-;-;2;-;5;1;8
CAPAO BONITO DO SUL;-;-;-;-;-;-;-;-;1;-;2;-;3
CAPAO DA CANOA;-;5;5;-;-;-;2;-;20;28;364;211;635
CAPAO DO CIPO;-;-;-;-;-;-;-;-;-;-;9;-;9
CAPAO DO LEAO;-;-;-;1;1;-;-;-;1;2;1;5;11
CAPIVARI DO SUL;-;-;-;-;-;-;-;-;-;2;-;5;7
CAPELA DE SANTANA;-;2;2;-;-;1;-;-;6;5;435;8;459
CAPITAO;-;-;-;-;-;1;-;-;15;4;1;1;22
CARAZINHO;2;15;1;-;4;7;4;14;1555;69;273;62;2006
CARAA;-;-;-;-;-;-;-;-;1;-;5;2;8
CARLOS BARBOSA;-;3;1;-;-;1;-;-;5;1;27;4;42
CARLOS GOMES;-;-;-;-;-;-;-;-;-;-;3;45;48
CASCA;-;-;1;-;1;-;-;1;2;-;52;1;58
CASEIROS;-;1;-;-;-;-;-;-;-;3;5;1;10
CATUIPE;1;2;10;-;-;3;1;1;3;83;593;6;703
CAXIAS DO SUL;1;14;27;1;-;8;14;4;40;41;272;101;523
CENTENARIO;-;-;-;-;-;-;-;2;1;-;3;12;18
CERRITO;-;-;-;-;-;-;-;-;-;-;7;3;10
CERRO BRANCO;-;-;-;-;-;-;-;-;1;-;5;4;10
CERRO GRANDE;-;-;-;-;-;-;-;-;128;1;28;-;157
CERRO GRANDE DO SUL;-;-;-;1;-;-;-;-;-;-;5;5;11
CERRO LARGO;5;6;3;1;-;2;242;12;127;11;3290;28;3727
CHAPADA;-;1;200;-;1;-;-;-;142;26;193;48;611
CHARQUEADAS;-;3;2;1;-;-;1;-;3;10;42;22;84
CHARRUA;-;-;-;-;-;-;-;-;-;-;1;17;18
CHIAPETTA;-;-;-;-;-;-;-;-;3;7;268;3;281
CHUI;-;-;-;1;-;-;-;-;-;-;-;-;1
CHUVISCA;-;-;-;-;-;-;-;-;-;1;-;-;1
CIDREIRA;-;-;2;-;-;3;-;-;2;3;5;30;45
CIRIACO;-;-;-;-;-;-;-;-;-;-;21;-;21
COLINAS;-;-;-;-;-;-;-;-;205;2;10;3;220
COLORADO;-;1;-;-;-;-;-;1;7;11;6;1;27
CONDOR;-;2;29;6;4;1;-;-;250;10;751;8;1061
CONSTANTINA;-;1;9;-;-;-;285;1;655;1;432;41;1425
COQUEIROS DO SUL;-;-;-;-;-;-;-;-;2;1;5;-;8
CORONEL BARROS;-;2;-;-;-;1;1;-;-;35;238;2;279
CORONEL BICACO;-;-;1;-;-;-;260;3;4;12;546;5;831
CORONEL PILAR;-;-;-;-;-;-;-;-;-;-;2;-;2
COTIPORA;1;-;1;-;-;-;-;1;2;-;-;1;6
COXILHA;-;-;1;-;-;-;-;-;-;3;32;2;38
CRISSIUMAL;3;2;3;1;-;3;12;4;33;10;2585;37;2693
CRISTAL;-;-;1;-;-;-;-;-;1;-;4;2;8
CRISTAL DO SUL;-;-;-;-;-;-;-;-;396;1;136;2;535
CRUZ ALTA;-;5;3;-;1;6;14;-;10;88;2446;75;2648
CRUZALTENSE;-;-;1;-;-;-;-;1;11;-;1;2;16
CRUZEIRO DO SUL;-;-;-;-;-;-;1;5;107;21;35;5;174
DAVID CANABARRO;-;1;1;-;-;-;-;-;-;-;2;-;4
DERRUBADAS;-;-;5;-;-;1;-;-;1;1;531;-;539
DEZESSEIS DE NOVEMBRO;-;1;2;-;1;1;1;-;-;-;53;2;61
DILERMANDO DE AGUIAR;-;-;-;-;-;1;-;-;1;8;8;1;19
DOIS IRMAOS;-;1;10;2;1;1;-;1;4080;37;389;123;4645
DOIS IRMAOS DAS MISSOES;-;2;-;-;-;-;-;-;1;1;220;-;224
DOIS LAJEADOS;-;-;-;-;-;-;-;-;1;2;13;2;18
DOM FELICIANO;-;1;-;-;-;-;-;-;1;-;1;1;4
DOM PEDRO DE ALCANTARA;-;-;1;-;-;-;1;-;-;-;5;1;8
DOM PEDRITO;-;1;1;-;1;2;11;13;6;1;12;9;57
DONA FRANCISCA;-;-;-;-;-;-;-;-;1;3;13;-;17
DOUTOR MAURICIO CARDOSO;-;-;-;-;-;-;-;-;98;1;673;8;780
DOUTOR RICARDO;-;-;1;-;-;-;-;-;1;26;4;-;32
ELDORADO DO SUL;1;1;10;1;2;1;-;-;63;54;136;77;346
ENCANTADO;-;-;-;-;-;-;-;2;9;1841;30;2;1884
ENCRUZILHADA DO SUL;-;-;-;-;-;-;3;9;5;2;18;11;48
ENGENHO VELHO;-;-;1;-;-;-;1;-;6;-;30;2;40
ENTRE-IJUIS;-;10;4;-;-;2;13;9;12;57;380;43;530
ENTRE RIOS DO SUL;-;-;-;-;-;-;-;28;32;1;13;9;83
EREBANGO;-;-;1;-;-;-;-;-;-;-;26;8;35
ERECHIM;3;5;5;1;-;4;3;2613;529;57;864;259;4343
ERNESTINA;-;1;3;-;-;-;-;-;4;-;7;7;22
HERVAL;-;-;-;-;-;-;-;-;1;-;1;1;3
ERVAL GRANDE;-;1;-;-;-;-;-;3;3;-;72;1;80
ERVAL SECO;-;115;-;-;-;1;1;-;41;-;454;6;618
ESMERALDA;-;-;-;-;-;-;-;-;-;-;4;-;4
ESPERANCA DO SUL;-;-;-;-;-;-;11;-;4;-;497;4;516
ESPUMOSO;-;4;3;-;-;-;20;5;2;6;95;4;139
ESTACAO;-;1;-;-;-;-;1;1;1;13;9;3;29
ESTANCIA VELHA;1;5;-;-;-;-;55;2;1696;85;1329;43;3216
ESTEIO;-;3;12;-;1;60;9;1;162;82;2589;260;3179
ESTRELA;-;1;-;1;-;2;-;129;485;917;1008;279;2822
ESTRELA VELHA;-;-;-;-;-;-;-;-;3;-;13;2;18
EUGENIO DE CASTRO;-;4;-;-;-;-;5;1;-;1;144;-;155
FAGUNDES VARELA;-;-;-;-;-;-;-;-;-;-;3;-;3
FARROUPILHA;1;2;1;-;-;2;-;-;9;7;55;9;86
FAXINAL DO SOTURNO;-;-;-;1;-;-;-;-;-;3;43;2;49
FAXINALZINHO;-;-;1;-;-;-;-;28;1;-;7;1;38
FAZENDA VILANOVA;-;1;-;-;-;-;-;2;26;4;16;7;56
FELIZ;1;-;1;-;-;-;1;4;11;3;89;7;117
FLORES DA CUNHA;2;1;2;1;3;3;-;2;4;2;34;10;64
FLORIANO PEIXOTO;-;-;-;-;-;-;-;-;-;1;1;1;3
FONTOURA XAVIER;-;-;-;-;-;-;-;1;1;1;6;-;9
FORMIGUEIRO;-;-;-;-;-;1;-;-;-;3;7;-;11
FORQUETINHA;-;-;-;-;-;-;-;-;4;-;6;10;20
FORTALEZA DOS VALOS;-;-;-;1;-;-;-;-;-;12;113;1;127
FREDERICO WESTPHALEN;2;-;456;7;-;3;31;7;203;49;3738;25;4521
GARIBALDI;-;2;4;-;-;1;-;-;4;2;32;24;69
GARRUCHOS;-;-;-;-;-;1;-;-;-;-;22;-;23
GAURAMA;-;-;-;-;-;-;-;2;6;-;95;7;110
GENERAL CAMARA;-;-;2;2;-;1;1;1;4;-;6;3;20
GENTIL;-;-;-;-;-;-;-;-;-;-;2;-;2
GETULIO VARGAS;-;-;2;-;-;1;1;11;8;3;39;85;150
GIRUA;-;5;1;-;-;3;19;2;46;4;1153;17;1250
GLORINHA;-;-;1;-;-;2;-;-;4;-;23;11;41
GRAMADO;2;-;-;-;-;7;1;1;139;33;179;52;414
GRAMADO DOS LOUREIROS;-;-;-;-;-;-;-;-;1;-;10;-;11
GRAMADO XAVIER;-;-;1;-;-;1;-;-;2;-;2;3;9
GRAVATAI;2;9;24;-;-;2;4;7;65;381;3077;1034;4605
GUABIJU;-;-;-;-;-;-;-;-;-;-;1;-;1
GUAIBA;-;1;8;1;2;-;3;5;19;23;143;167;372
GUAPORE;-;-;1;-;1;1;-;1;151;76;88;17;336
GUARANI DAS MISSOES;-;3;9;-;-;-;11;-;52;3;654;5;737
HARMONIA;-;2;-;-;-;-;-;1;1;1;30;25;60
HERVEIRAS;-;-;-;-;-;-;-;-;-;-;2;2;4
HORIZONTINA;-;2;11;1;-;13;11;2;1857;14;1102;23;3036
HULHA NEGRA;-;-;-;-;-;-;-;-;2;-;1;1;4
HUMAITA;-;-;-;-;-;-;5;2;4;4;570;-;585
IBARAMA;-;-;-;-;-;-;-;-;1;-;2;2;5
IBIACA;1;-;-;-;-;-;-;1;2;2;8;1;15
IBIRAIARAS;-;-;-;-;-;-;-;1;3;1;8;-;13
IBIRAPUITA;-;-;-;1;-;1;-;-;2;1;2;2;9
IBIRUBA;-;10;1;1;1;-;22;-;36;877;97;157;1202
IGREJINHA;-;-;1;-;-;1;-;-;5910;25;336;18;6291
IJUI;1;8;352;-;1;80;95;29;159;4739;2169;223;7856
ILOPOLIS;-;-;-;-;-;-;-;-;-;1;10;-;11
IMBE;-;2;-;-;-;1;-;1;32;8;357;13;414
IMIGRANTE;-;-;-;-;-;1;-;1;10;2;9;-;23
INDEPENDENCIA;-;-;-;-;-;-;-;-;21;49;705;1;776
INHACORA;-;-;1;-;-;-;-;-;1;2;276;1;281
IPE;-;-;-;-;-;-;-;-;-;1;5;2;8
IPIRANGA DO SUL;-;-;-;-;-;-;-;2;2;-;1;2;7
IRAI;-;-;1;-;-;1;-;-;31;11;1168;32;1244
ITAARA;-;-;-;-;-;-;-;1;1;43;43;3;91
ITACURUBI;-;1;2;3;-;-;-;-;-;-;8;-;14
ITAQUI;-;2;1;4;-;-;1;-;-;4;59;2;73
ITATI;-;-;-;-;-;-;-;-;-;-;1;-;1
ITATIBA DO SUL;-;-;-;-;-;-;2;4;10;-;2;-;18
IVORA;-;-;-;-;-;-;-;-;-;1;4;-;5
IVOTI;-;2;4;1;1;4;2;-;720;1028;818;39;2619
JABOTICABA;-;-;-;-;-;-;2;-;653;1;24;4;684
JACUIZINHO;-;-;-;-;1;-;-;-;-;-;2;8;11
JACUTINGA;-;-;1;-;-;2;1;4;36;1;55;2;102
JAGUARAO;-;-;3;1;1;-;1;1;-;3;7;2;19
JAGUARI;-;1;1;-;-;-;-;-;1;390;17;5;415
JAQUIRANA;-;-;-;-;-;-;-;-;-;1;-;-;1
JARI;-;-;-;-;-;-;-;-;-;-;3;-;3
JOIA;-;-;-;-;-;1;3;-;2;367;15;6;394
JULIO DE CASTILHOS;1;-;1;1;1;-;-;-;3;11;20;3;41
LAGOA BONITA DO SUL;-;-;-;-;-;-;-;-;3;2;4;-;9
LAGOAO;-;-;-;-;-;-;-;-;-;9;-;-;9
LAGOA DOS TRES CANTOS;-;-;-;-;-;-;-;-;19;2;2;2;25
LAGOA VERMELHA;-;2;2;-;1;4;2;3;18;10;23;10;75
LAJEADO;1;2;5;1;-;5;3;32;3978;296;528;115;4966
LAJEADO DO BUGRE;-;-;1;-;-;-;2;-;2;-;20;1;26
LAVRAS DO SUL;-;-;1;-;-;-;-;-;-;1;5;-;7
LIBERATO SALZANO;-;-;-;1;-;-;35;-;31;-;434;6;507
LINDOLFO COLLOR;-;1;-;-;-;-;-;-;109;168;155;9;442
LINHA NOVA;-;-;1;-;-;-;-;-;5;-;7;-;13
MACHADINHO;-;-;1;-;-;-;-;2;2;60;38;3;106
MACAMBARA;-;-;-;-;-;-;-;-;-;4;10;-;14
MAMPITUBA;-;-;-;-;-;-;-;-;-;-;1;-;1
MANOEL VIANA;-;1;-;-;-;-;-;-;-;4;11;-;16
MAQUINE;-;4;-;-;-;-;-;-;1;2;12;-;19
MARATA;-;-;-;-;-;-;-;-;-;2;4;4;10
MARAU;1;9;1;5;4;1;1;4;42;77;127;16;288
MARCELINO RAMOS;-;-;-;1;1;-;-;45;41;14;24;5;131
MARIANA PIMENTEL;-;-;-;-;-;-;-;-;-;-;2;3;5
MARIANO MORO;-;-;-;-;-;-;-;69;8;1;3;-;81
MARQUES DE SOUZA;-;-;-;-;-;-;-;-;33;2;6;1;42
MATA;-;-;-;-;-;-;-;1;-;5;3;-;9
MATO CASTELHANO;-;-;1;-;-;1;-;-;2;4;7;4;19
MATO LEITAO;-;-;2;-;1;3;2;1;35;3;50;3;100
MATO QUEIMADO;-;9;-;-;-;1;1;-;2;-;14;-;27
MAXIMILIANO DE ALMEIDA;-;-;-;-;-;1;-;-;28;3;63;1;96
MINAS DO LEAO;-;-;1;-;-;-;-;-;-;-;17;-;18
MIRAGUAI;-;-;2;-;1;2;16;1;10;6;1106;-;1144
MONTAURI;-;-;-;-;-;-;-;-;2;-;2;-;4
MONTE ALEGRE DOS CAMPOS;-;-;-;-;-;-;-;1;-;-;1;-;2
MONTE BELO DO SUL;-;-;-;-;-;1;-;-;1;-;3;2;7
MONTENEGRO;-;-;8;-;-;2;1;3;256;23;281;82;656
MORMACO;-;-;-;-;-;-;-;-;-;25;5;2;32
MORRINHOS DO SUL;-;1;-;1;-;-;-;-;-;2;5;2;11
MORRO REDONDO;-;-;-;1;-;-;-;-;-;-;1;-;2
MORRO REUTER;-;-;-;-;1;-;1;-;65;2;53;4;126
MOSTARDAS;-;-;-;-;-;-;-;-;1;3;2;1;7
MUCUM;1;-;-;-;-;2;-;-;4;247;30;-;284
MULITERNO;-;1;-;-;-;-;-;-;-;-;1;1;3
NAO-ME-TOQUE;-;-;5;2;-;7;2;1;25;775;213;15;1045
NICOLAU VERGUEIRO;-;-;-;-;-;1;-;-;2;4;3;1;11
NONOAI;1;3;3;-;1;1;-;2;103;7;328;16;465
NOVA ALVORADA;1;-;-;-;-;1;-;-;1;68;6;-;77
NOVA ARACA;-;-;-;-;-;1;-;-;1;2;5;1;10
NOVA BASSANO;-;-;2;-;-;-;-;1;85;19;9;-;116
NOVA BOA VISTA;-;-;3;-;-;-;-;-;38;-;14;-;55
NOVA BRESCIA;-;-;-;-;-;-;-;-;-;53;5;-;58
NOVA CANDELARIA;-;-;-;-;-;-;-;-;88;3;256;2;349
NOVA ESPERANCA DO SUL;-;-;-;-;-;-;-;14;-;1;9;-;24
NOVA HARTZ;1;-;-;-;-;-;4;-;87;15;705;17;829
NOVA PADUA;-;1;-;-;-;-;-;-;1;-;1;1;4
NOVA PALMA;-;-;-;-;-;1;-;-;-;175;143;1;320
NOVA PETROPOLIS;-;4;8;-;-;1;-;1;17;6;49;12;98
NOVA PRATA;-;1;2;-;1;1;-;1;4;5;62;11;88
NOVA RAMADA;-;1;3;-;-;-;-;-;2;9;15;-;30
NOVA ROMA DO SUL;-;-;-;-;-;-;-;-;-;-;5;-;5
NOVA SANTA RITA;1;-;8;1;-;5;1;-;16;14;401;155;602
NOVO CABRAIS;-;-;-;-;-;-;-;-;-;5;5;41;51
NOVO HAMBURGO;3;11;15;3;2;15;11;5;7183;2242;15778;3509;28777
NOVO MACHADO;-;1;-;-;-;-;1;-;256;2;331;6;597
NOVO TIRADENTES;1;106;-;-;-;-;-;-;67;-;73;1;248
NOVO XINGU;-;-;-;-;-;-;1;2;18;1;36;-;58
NOVO BARREIRO;-;1;4;-;-;1;28;1;18;102;262;2;419
OSORIO;-;2;5;1;-;-;1;-;11;4;117;45;186
PAIM FILHO;-;-;-;-;-;-;-;-;-;3;68;2;73
PALMARES DO SUL;-;1;3;1;-;1;1;-;1;-;8;4;20
PALMEIRA DAS MISSOES;-;3;4;-;-;7;9;2;762;52;1054;30;1923
PALMITINHO;-;-;2;-;-;-;145;-;197;1;934;18;1297
PANAMBI;2;294;54;1;8;9;23;14;56;61;820;31;1373
PANTANO GRANDE;-;-;-;-;-;1;-;1;-;-;4;12;18
PARAI;-;-;-;-;1;-;-;1;4;-;17;4;27
PARAISO DO SUL;-;-;-;-;-;-;-;-;1;2;5;2;10
PARECI NOVO;-;1;-;-;-;-;-;-;9;-;7;1;18
PAROBE;-;2;11;-;-;1;1;-;2211;285;953;20;3484
PASSA SETE;-;-;-;-;-;-;-;1;-;-;6;-;7
PASSO DO SOBRADO;-;-;-;-;-;1;-;7;12;3;10;1;34
PASSO FUNDO;3;37;40;11;4;11;7;67;41;882;1977;262;3342
PAULO BENTO;-;-;2;-;-;-;-;14;253;-;4;6;279
PAVERAMA;-;-;-;-;-;-;-;2;5;2;71;140;220
PEDRAS ALTAS;-;-;-;-;-;-;-;-;-;-;1;-;1
PEDRO OSORIO;-;-;-;-;1;-;-;-;-;-;1;1;3
PEJUCARA;-;1;3;1;-;-;3;-;-;26;39;1;74
PELOTAS;3;6;15;4;4;5;-;5;15;39;592;64;752
PICADA CAFE;-;-;2;-;-;1;-;1;34;3;28;2;71
PINHAL;-;-;-;-;-;-;-;-;348;1;12;1;362
PINHAL DA SERRA;-;-;1;-;-;1;-;-;1;-;-;1;4
PINHAL GRANDE;-;-;-;-;-;-;-;-;-;-;5;-;5
PINHEIRINHO DO VALE;-;-;2;-;-;-;-;-;213;29;679;4;927
PINHEIRO MACHADO;-;-;-;-;-;2;-;-;-;-;3;-;5
PINTO BANDEIRA;-;-;-;1;-;-;-;-;-;3;4;-;8
PIRAPO;-;-;-;-;-;3;-;-;-;-;20;-;23
PIRATINI;-;-;-;-;-;-;-;-;2;-;5;-;7
PLANALTO;-;2;-;-;-;-;-;195;23;4;450;339;1013
POCO DAS ANTAS;-;-;-;1;-;-;-;-;3;2;8;4;18
PONTAO;-;-;1;-;-;1;1;-;1;1;9;15;29
PONTE PRETA;-;1;-;-;-;-;-;1;-;1;89;1;93
PORTAO;-;2;6;-;-;1;-;-;182;34;2422;44;2691
PORTO ALEGRE;17;78;358;4;3;508;42;99;5135;6331;28460;52174;93209
PORTO LUCENA;-;-;-;-;-;-;-;-;10;1;722;1;734
PORTO MAUA;-;-;2;-;-;1;1;-;21;1;502;2;530
PORTO VERA CRUZ;-;-;-;-;-;-;10;-;2;-;69;-;81
PORTO XAVIER;-;2;6;-;-;-;-;-;17;6;534;11;576
POUSO NOVO;-;-;-;-;-;-;-;-;7;1;5;1;14
PRESIDENTE LUCENA;-;-;-;-;-;13;-;-;52;22;26;25;138
PROGRESSO;-;-;-;-;-;-;-;1;21;2;4;-;28
PROTASIO ALVES;-;-;-;-;-;-;-;-;-;-;1;-;1
PUTINGA;-;-;-;-;-;-;-;-;16;11;2;-;29
QUARAI;-;-;-;-;-;-;-;-;-;1;21;4;26
QUATRO IRMAOS;-;-;-;-;-;-;-;3;1;1;9;1;15
QUEVEDOS;-;1;-;-;-;-;-;-;-;6;1;-;8
QUINZE DE NOVEMBRO;-;-;-;-;-;-;1;-;2;18;3;15;39
REDENTORA;-;13;9;-;-;-;4;13;6;3;2130;9;2187
RELVADO;-;-;-;-;-;-;-;-;-;2;-;-;2
RESTINGA SECA;-;1;-;-;-;-;-;-;1;10;63;5;80
RIO DOS INDIOS;-;-;1;-;-;-;-;-;13;1;36;2;53
RIO GRANDE;1;9;15;5;3;4;3;2;6;18;81;20;167
RIO PARDO;1;-;1;-;-;4;-;17;6;8;60;28;125
RIOZINHO;-;-;-;-;-;-;-;-;-;-;21;-;21
ROCA SALES;-;-;-;-;-;-;-;1;23;208;70;2;304
RODEIO BONITO;-;5;-;-;-;-;-;1;1042;1;76;-;1125
ROLADOR;-;1;1;-;-;-;2;-;1;3;51;-;59
ROLANTE;-;-;-;-;-;-;-;-;30;12;304;10;356
RONDA ALTA;-;-;1;-;-;1;-;3;14;2;64;4;89
RONDINHA;-;-;1;-;-;-;2;-;345;20;35;1;404
ROQUE GONZALES;1;-;2;-;-;1;-;2;2;10;283;2;303
ROSARIO DO SUL;-;2;-;1;-;-;1;1;23;5;19;15;67
SAGRADA FAMILIA;-;-;1;-;-;-;-;-;75;9;208;75;368
SALDANHA MARINHO;-;-;-;-;-;-;1;-;6;-;28;8;43
SALTO DO JACUI;-;1;1;-;-;1;1;2;2;-;113;490;611
SALVADOR DAS MISSOES;-;-;-;-;1;1;8;-;1;2;306;8;327
SALVADOR DO SUL;-;3;-;-;-;-;-;-;4;-;15;2;24
SANANDUVA;-;1;1;-;-;1;-;1;53;280;349;7;693
SANTA BARBARA DO SUL;-;-;-;1;1;4;4;53;12;1;10;2;88
SANTA CECILIA DO SUL;-;-;-;-;-;-;-;-;-;1;-;1;2
SANTA CLARA DO SUL;-;-;-;-;-;1;-;1;69;7;60;10;148
SANTA CRUZ DO SUL;-;4;1;-;-;55;6;5012;1607;109;3257;346;10397
SANTA MARIA;4;5;15;3;1;5;241;65;173;8446;6043;414;15415
SANTA MARIA DO HERVAL;-;1;-;-;-;1;-;-;19;-;18;1;40
SANTA MARGARIDA DO SUL;-;-;-;-;-;-;-;-;-;3;3;1;7
SANTANA DA BOA VISTA;-;-;-;-;-;-;-;-;-;1;24;6;31
SANT'ANA DO LIVRAMENTO;1;1;-;1;-;-;2;-;8;3;69;9;94
SANTA ROSA;-;15;296;-;-;17;216;7;2532;284;14897;51;18315
SANTA TEREZA;-;-;-;-;-;-;-;-;-;-;2;3;5
SANTA VITORIA DO PALMAR;-;1;-;-;-;-;-;-;4;-;5;4;14
SANTIAGO;-;4;1;2;2;2;-;3;1;21;89;2;127
SANTO ANGELO;1;302;32;-;1;36;532;9;525;61;3277;63;4839
SANTO ANTONIO DO PALMA;-;-;1;-;-;-;-;-;1;-;-;-;2
SANTO ANTONIO DA PATRULHA;1;-;-;2;1;-;3;-;6;3;150;12;178
SANTO ANTONIO DAS MISSOES;-;-;-;-;-;2;-;-;-;3;124;8;137
SANTO ANTONIO DO PLANALTO;-;-;2;-;-;-;1;-;2;-;15;-;20
SANTO AUGUSTO;-;2;3;-;1;-;38;1;13;16;1644;20;1738
SANTO CRISTO;-;1;2;-;-;-;282;5;22;4;770;14;1100
SAO BORJA;-;-;2;-;-;1;1;2;4;19;1307;55;1391
SAO DOMINGOS DO SUL;1;-;-;-;2;-;-;-;-;1;3;-;7
SAO FRANCISCO DE ASSIS;-;-;-;-;-;1;4;3;6;28;19;12;73
SAO FRANCISCO DE PAULA;-;-;1;-;-;-;-;1;5;-;15;4;26
SAO GABRIEL;-;2;1;2;3;-;4;-;11;12;102;72;209
SAO JERONIMO;-;1;-;-;1;-;-;-;1;3;36;13;55
SAO JOAO DA URTIGA;1;1;-;-;-;-;-;-;-;8;7;3;20
SAO JOAO DO POLESINE;-;-;1;-;-;1;-;1;-;2;1;-;6
SAO JORGE;-;-;-;-;-;-;-;-;31;-;3;-;34
SAO JOSE DAS MISSOES;-;-;-;-;-;-;-;-;-;-;65;-;65
SAO JOSE DO HERVAL;-;-;-;-;-;-;-;-;-;1;-;-;1
SAO JOSE DO HORTENCIO;-;-;-;-;1;-;-;1;20;13;97;2;134
SAO JOSE DO INHACORA;-;-;-;-;-;-;2;2;79;3;164;6;256
SAO JOSE DO NORTE;-;-;-;1;-;-;-;1;1;-;4;1;8
SAO JOSE DO OURO;-;-;-;-;-;-;-;-;1;-;43;7;51
SAO JOSE DO SUL;-;-;-;-;-;-;-;-;-;-;4;7;11
SAO JOSE DOS AUSENTES;-;-;-;1;-;-;-;-;-;-;1;-;2
SAO LEOPOLDO;-;6;9;5;1;6;12;6;2553;116;13650;238;16602
SAO LOURENCO DO SUL;-;1;-;-;-;-;-;-;-;1;19;3;24
SAO LUIZ GONZAGA;1;6;2;2;1;3;9;2;105;36;945;14;1126
SAO MARCOS;-;5;-;-;-;1;1;-;3;-;26;8;44
SAO MARTINHO;-;-;-;-;-;1;-;-;37;3;758;47;846
SAO MARTINHO DA SERRA;-;-;-;-;-;-;1;1;1;3;4;-;10
SAO MIGUEL DAS MISSOES;2;18;-;7;-;-;2;1;33;6;236;123;428
SAO NICOLAU;-;-;-;1;-;1;1;81;-;-;170;1;255
SAO PAULO DAS MISSOES;-;-;2;-;-;-;6;2;22;2;368;4;406
SAO PEDRO DA SERRA;-;1;-;-;-;-;-;-;2;1;14;3;21
SAO PEDRO DAS MISSOES;-;-;-;-;-;-;-;-;-;-;53;5;58
SAO PEDRO DO BUTIA;-;-;-;-;-;-;10;-;9;9;233;7;268
SAO PEDRO DO SUL;-;-;1;-;2;1;2;1;2;57;24;4;94
SAO SEBASTIAO DO CAI;1;-;1;1;-;2;-;36;60;8;302;13;424
SAO SEPE;1;-;2;-;-;-;1;-;3;42;112;254;415
SAO VALENTIM;-;-;-;-;-;-;-;7;3;1;6;2;19
SAO VALENTIM DO SUL;-;-;-;-;-;-;-;-;1;14;4;2;21
SAO VALERIO DO SUL;-;-;-;-;-;-;1;-;3;1;278;1;284
SAO VENDELINO;-;-;-;-;-;-;-;-;-;-;10;-;10
SAO VICENTE DO SUL;-;-;-;-;-;-;-;-;-;14;13;8;35
SAPIRANGA;-;3;3;3;3;9;3;-;1867;46;3681;41;5659
SAPUCAIA DO SUL;1;2;5;2;1;16;5;5;1212;495;5392;2229;9365
SARANDI;-;18;22;-;-;183;35;21;298;14;1586;116;2293
SEBERI;-;3;4;1;-;-;2;-;670;5;616;93;1394
SEDE NOVA;-;-;-;-;-;-;1;-;13;4;305;3;326
SEGREDO;-;-;-;-;-;-;-;-;1;-;8;3;12
SELBACH;-;1;89;2;-;2;7;-;1;91;93;-;286
SENADOR SALGADO FILHO;-;-;-;-;-;-;-;2;2;-;178;5;187
SENTINELA DO SUL;-;-;-;-;-;-;-;-;-;-;3;2;5
SERAFINA CORREA;-;-;1;-;-;1;1;1;25;4;304;4;341
